Trd, 000025.273, 71
Trd, 000031.909, 94.00200000000001
Trd, 000046.818, 94
Trd, 000061.455, 93
Trd, 000064.364, 53.006999999999984
Trd, 000092.909, 84
Trd, 000101.182, 87.00200000000001
Trd, 000120.636, 87
Trd, 000139.273, 78.00400000000002
Trd, 000149.636, 85
Trd, 000180.545, 84
Trd, 000203.364, 50.00499999999999
Trd, 000212.000, 79
Trd, 000250.364, 78.00600000000003
Trd, 000276.636, 80.00900000000004
Trd, 000303.909, 85
Trd, 000319.909, 85
Trd, 000326.000, 79.00500000000002
Trd, 000361.091, 96.001
Trd, 000361.455, 97
Trd, 000376.364, 61
Trd, 000387.636, 82
Trd, 000413.545, 101.00200000000001
Trd, 000422.091, 102
Trd, 000427.636, 101
Trd, 000452.000, 67
Trd, 000462.636, 93
Trd, 000477.545, 50.00399999999999
Trd, 000492.000, 66
Trd, 000516.545, 84.00500000000002
Trd, 000557.273, 86.00500000000002
Trd, 000599.909, 87.01000000000005
