Trd, 000016.909, 55
Trd, 000030.727, 85
Trd, 000042.727, 83.00800000000004
Trd, 000053.182, 83.0
Trd, 000061.636, 84
Trd, 000075.636, 82
Trd, 000104.818, 83.00500000000002
Trd, 000115.909, 84
Trd, 000149.545, 83.0220000000001
Trd, 000153.182, 83.0
Trd, 000160.636, 84
Trd, 000181.273, 101
Trd, 000195.364, 88
Trd, 000197.545, 83.01600000000008
Trd, 000235.545, 86
Trd, 000254.818, 86
Trd, 000272.091, 83.03100000000015
Trd, 000300.545, 85
Trd, 000336.182, 85
Trd, 000361.545, 85
Trd, 000372.909, 83.0200000000001
Trd, 000404.273, 85
Trd, 000426.273, 85
Trd, 000429.364, 85
Trd, 000479.000, 84
Trd, 000518.455, 85
Trd, 000527.818, 83.04400000000021
Trd, 000572.727, 85
Trd, 000583.818, 85
Trd, 000602.182, 83.0430000000002
