Trd, 000028.455, 98.9779999999999
Trd, 000030.364, 116.0
Trd, 000036.545, 69.99799999999999
Trd, 000040.182, 70
Trd, 000061.000, 90
Trd, 000072.727, 76
Trd, 000086.182, 91
Trd, 000088.818, 115.99199999999996
Trd, 000102.545, 88.99399999999997
Trd, 000122.818, 73
Trd, 000138.636, 73
Trd, 000145.182, 83.999
Trd, 000166.000, 84
Trd, 000172.455, 76.999
Trd, 000189.545, 77
Trd, 000205.000, 77
Trd, 000225.545, 81
Trd, 000228.182, 82.97699999999989
Trd, 000247.636, 80
Trd, 000257.455, 82.96399999999983
Trd, 000274.000, 82.99299999999997
Trd, 000276.636, 79
Trd, 000322.545, 79
Trd, 000323.727, 82.98199999999991
Trd, 000343.727, 79
Trd, 000348.636, 83
Trd, 000366.909, 116.0
Trd, 000381.545, 116.0
Trd, 000390.727, 98
Trd, 000396.636, 115.99299999999997
Trd, 000416.909, 97
Trd, 000428.909, 77
Trd, 000441.000, 83
Trd, 000452.818, 83.98599999999993
Trd, 000454.545, 84
Trd, 000472.818, 72.99299999999997
Trd, 000480.000, 72
Trd, 000499.727, 82
Trd, 000501.091, 84
Trd, 000515.727, 81
Trd, 000516.455, 82.99799999999999
Trd, 000523.818, 82.99599999999998
Trd, 000568.273, 80
Trd, 000569.727, 80.9779999999999
Trd, 000572.818, 83
Trd, 000593.636, 70.99799999999999
Trd, 000603.091, 70
Trd, 000603.909, 83
