Trd, 000014.727, 70.0
Trd, 000023.727, 125.0
Trd, 000033.909, 134
Trd, 000060.455, 131
Trd, 000080.091, 134
Trd, 000090.364, 110.0
Trd, 000107.636, 86.999
Trd, 000110.364, 86.00400000000002
Trd, 000114.182, 99.99699999999999
Trd, 000115.091, 100.0
Trd, 000150.727, 112
Trd, 000173.727, 124.93999999999971
Trd, 000183.000, 118
Trd, 000196.273, 116
Trd, 000217.909, 124.96599999999984
Trd, 000240.727, 117
Trd, 000255.909, 110.0
Trd, 000301.182, 119
Trd, 000316.273, 124.93399999999968
Trd, 000331.636, 121
Trd, 000339.727, 110.0
Trd, 000340.091, 125.0
