Trd, 000009.636, 83.0
Trd, 000031.273, 57
Trd, 000044.182, 83.00500000000002
Trd, 000061.000, 83.0
Trd, 000079.455, 65
Trd, 000088.636, 106
Trd, 000088.909, 96.00200000000001
Trd, 000104.000, 66.0
Trd, 000113.545, 73
Trd, 000146.091, 66.0
Trd, 000152.364, 67
Trd, 000175.182, 108
Trd, 000175.455, 83.00900000000004
Trd, 000208.545, 83.00200000000001
Trd, 000210.636, 83.0
Trd, 000214.455, 110
Trd, 000229.091, 83.00300000000001
Trd, 000241.364, 86
Trd, 000244.000, 111
Trd, 000261.091, 83.0
Trd, 000293.636, 84
Trd, 000301.364, 83.001
Trd, 000325.818, 83.01800000000009
Trd, 000328.091, 83.0
Trd, 000335.273, 111
Trd, 000359.182, 66.0
Trd, 000359.273, 81
Trd, 000382.909, 66.0
Trd, 000392.273, 75
Trd, 000406.091, 66.0
Trd, 000418.182, 71
Trd, 000432.818, 110
Trd, 000437.091, 83.0
Trd, 000460.000, 66.0
Trd, 000486.364, 66.0
Trd, 000494.545, 66
Trd, 000513.545, 83.0
Trd, 000525.545, 110
Trd, 000536.545, 83.00700000000003
Trd, 000540.091, 83.00300000000001
Trd, 000548.273, 110
Trd, 000559.182, 83.01100000000005
Trd, 000576.000, 83.0
Trd, 000588.182, 85
