Trd, 000008.091, 83.0
Trd, 000030.909, 83
Trd, 000049.182, 98
Trd, 000050.091, 83.0
Trd, 000078.909, 99.999
Trd, 000084.818, 94
Trd, 000104.455, 76
Trd, 000120.818, 75.99799999999999
Trd, 000130.818, 75
Trd, 000138.909, 83.0
Trd, 000181.091, 66.99499999999998
Trd, 000181.455, 67
Trd, 000186.273, 82.99599999999998
Trd, 000210.818, 75
Trd, 000235.545, 75.98899999999995
Trd, 000241.455, 75
Trd, 000262.364, 83.0
Trd, 000273.545, 66.99399999999997
Trd, 000273.727, 67
Trd, 000301.727, 76.01700000000008
Trd, 000317.909, 76.00400000000002
Trd, 000336.818, 76
Trd, 000350.364, 82.94899999999976
Trd, 000382.182, 78
Trd, 000402.455, 76.00800000000004
Trd, 000413.000, 76.98499999999993
Trd, 000452.636, 76.999
Trd, 000485.727, 73.98299999999992
Trd, 000486.636, 73.02800000000013
Trd, 000513.182, 82.99099999999996
Trd, 000517.091, 82.99799999999999
Trd, 000564.727, 81
Trd, 000581.364, 79
