Trd, 000023.000, 70.0
Trd, 000040.000, 99.00300000000001
Trd, 000048.545, 110.0
Trd, 000061.000, 99.01500000000007
Trd, 000061.273, 99
Trd, 000076.727, 75.0
Trd, 000087.000, 110.0
Trd, 000091.636, 98.00300000000001
Trd, 000123.273, 98.001
Trd, 000127.455, 110.0
Trd, 000140.636, 99
Trd, 000172.000, 117.00300000000001
Trd, 000178.818, 99
Trd, 000180.545, 88
Trd, 000190.909, 97.00500000000002
Trd, 000194.545, 110.0
Trd, 000203.364, 99.00800000000004
Trd, 000215.545, 99
Trd, 000225.545, 98
Trd, 000233.818, 110.0
Trd, 000248.000, 75.01100000000005
Trd, 000270.091, 70.0
Trd, 000272.000, 116.001
Trd, 000294.818, 110.0
