Trd, 000007.364, 143
Trd, 000009.545, 94.00300000000001
Trd, 000053.455, 105.99799999999999
Trd, 000060.636, 83.00200000000001
Trd, 000063.818, 101
Trd, 000069.455, 83.0
Trd, 000095.273, 100.99499999999998
Trd, 000106.909, 83.02400000000011
Trd, 000125.727, 83.00600000000003
Trd, 000133.636, 83.00600000000003
Trd, 000150.273, 99.9789999999999
Trd, 000175.364, 86.999
Trd, 000206.636, 86
Trd, 000223.091, 83.01300000000006
Trd, 000227.909, 83.0
Trd, 000238.000, 83.98399999999992
Trd, 000253.000, 83.00400000000002
Trd, 000270.182, 99.99499999999998
Trd, 000297.091, 84.99399999999997
Trd, 000316.273, 83.99799999999999
Trd, 000318.273, 83.01200000000006
Trd, 000344.818, 84
Trd, 000345.455, 83.01700000000008
Trd, 000363.000, 83.0
Trd, 000385.545, 77
Trd, 000391.091, 83.0
Trd, 000406.091, 79
Trd, 000422.545, 83.0
Trd, 000451.273, 83.02300000000011
Trd, 000452.000, 83.001
Trd, 000452.818, 96.99499999999998
Trd, 000483.909, 83.01400000000007
Trd, 000484.545, 83.98899999999995
Trd, 000488.273, 83.0
Trd, 000512.364, 99.9779999999999
Trd, 000538.182, 87
Trd, 000548.727, 85
Trd, 000586.455, 83.00900000000004
Trd, 000592.727, 83.98199999999991
