Trd, 000013.727, 132
Trd, 000028.636, 55
Trd, 000041.273, 55
Trd, 000060.545, 66
Trd, 000070.545, 92
Trd, 000070.909, 100
Trd, 000081.182, 83.0
Trd, 000110.818, 100.98699999999994
Trd, 000144.182, 86
Trd, 000151.091, 84.99599999999998
Trd, 000162.818, 83.0
Trd, 000165.727, 83
Trd, 000180.636, 83.9799999999999
Trd, 000191.455, 114
Trd, 000197.818, 81.001
Trd, 000216.364, 66
Trd, 000243.455, 65
Trd, 000274.182, 65
Trd, 000279.273, 66
Trd, 000299.636, 85
Trd, 000302.455, 99.99499999999998
Trd, 000308.364, 83.0
Trd, 000354.909, 83.0
Trd, 000380.818, 83
Trd, 000419.091, 83
Trd, 000435.273, 83.0
Trd, 000482.273, 82
Trd, 000514.182, 82
Trd, 000526.091, 82
Trd, 000547.000, 82
Trd, 000602.818, 82
