Trd, 000007.000, 59
Trd, 000033.273, 66.0
Trd, 000060.000, 60
Trd, 000061.727, 66.0
Trd, 000093.364, 61
Trd, 000118.182, 61
Trd, 000121.000, 83.0
Trd, 000137.545, 66.0
Trd, 000154.636, 65
Trd, 000171.182, 65
Trd, 000181.818, 66.0
Trd, 000202.273, 83.00500000000002
Trd, 000211.182, 83.0
Trd, 000215.000, 99.97499999999988
Trd, 000229.727, 66.0
Trd, 000241.636, 72
Trd, 000265.818, 66.0
Trd, 000271.545, 67
Trd, 000283.364, 66.0
Trd, 000296.182, 65
Trd, 000302.727, 83.0
Trd, 000308.727, 68
Trd, 000333.455, 66.0
Trd, 000361.727, 65
Trd, 000372.364, 66.0
Trd, 000396.091, 65
Trd, 000415.909, 66.0
Trd, 000422.364, 66
Trd, 000427.000, 66.0
Trd, 000441.818, 66
Trd, 000458.636, 66.0
Trd, 000472.545, 66
Trd, 000509.091, 66.0
Trd, 000512.364, 66
Trd, 000534.636, 66
Trd, 000543.545, 66.0
Trd, 000559.273, 66
Trd, 000567.364, 83.0
Trd, 000575.818, 66.0
Trd, 000598.182, 65
