Trd, 000016.818, 65
Trd, 000026.182, 83.0
Trd, 000057.364, 63
Trd, 000065.727, 66.0
Trd, 000080.818, 83.0
Trd, 000091.273, 68
Trd, 000096.273, 71.99599999999998
Trd, 000117.909, 66
Trd, 000134.636, 65
Trd, 000155.182, 66.0
Trd, 000175.545, 66
Trd, 000180.545, 82.99299999999997
Trd, 000184.273, 83.0
Trd, 000210.727, 99.98299999999992
Trd, 000214.091, 67
Trd, 000229.091, 65
Trd, 000256.818, 82.999
Trd, 000277.000, 83.0
Trd, 000277.636, 100.0
Trd, 000304.545, 72
Trd, 000309.364, 71.999
Trd, 000327.364, 70
Trd, 000337.636, 99.99499999999998
Trd, 000362.000, 72.999
Trd, 000376.091, 66
Trd, 000381.636, 66.0
Trd, 000400.000, 66
Trd, 000422.818, 66.0
Trd, 000434.909, 65
Trd, 000452.091, 66
Trd, 000464.636, 66.0
Trd, 000482.545, 67
Trd, 000492.364, 82.99299999999997
Trd, 000512.909, 73
Trd, 000520.727, 99.99799999999999
Trd, 000541.455, 83
Trd, 000546.182, 99.99399999999997
Trd, 000554.727, 99.98399999999992
Trd, 000586.455, 83.0
Trd, 000600.273, 83
